iter	Passed	Remaining
832	1509	302
833	1512	300
834	1513	299
835	1515	297
836	1517	295
837	1519	293
838	1521	291
839	1522	290
840	1524	288
841	1526	286
842	1528	284
843	1530	282
844	1532	281
845	1534	279
846	1535	277
847	1537	275
848	1539	273
849	1541	272
850	1543	270
851	1545	268
852	1547	266
853	1548	264
854	1550	263
855	1552	261
856	1554	259
857	1556	257
858	1558	255
859	1560	253
860	1562	252
861	1563	250
862	1565	248
863	1567	246
864	1569	244
865	1571	243
866	1573	241
867	1574	239
868	1576	237
869	1578	235
870	1580	234
871	1582	232
872	1583	230
873	1585	228
874	1587	226
875	1589	224
876	1590	223
877	1592	221
878	1594	219
879	1596	217
880	1597	215
881	1599	214
882	1601	212
883	1603	210
884	1604	208
885	1606	206
886	1608	204
887	1610	203
888	1611	201
889	1613	199
890	1615	197
891	1617	195
892	1619	194
893	1621	192
894	1622	190
895	1624	188
896	1626	186
897	1628	184
898	1630	183
899	1632	181
900	1633	179
901	1635	177
902	1637	175
903	1639	174
904	1641	172
905	1642	170
906	1644	168
907	1646	166
908	1648	165
909	1650	163
910	1652	161
911	1653	159
912	1655	157
913	1657	156
914	1659	154
915	1661	152
916	1663	150
917	1665	148
918	1667	146
919	1668	145
920	1670	143
921	1672	141
922	1674	139
923	1676	137
924	1677	136
925	1679	134
926	1681	132
927	1683	130
928	1685	128
929	1687	126
930	1688	125
931	1690	123
932	1692	121
933	1694	119
934	1696	117
935	1697	116
936	1699	114
937	1701	112
938	1703	110
939	1704	108
940	1706	107
941	1708	105
942	1710	103
943	1712	101
944	1714	99
945	1716	97
946	1717	96
947	1719	94
948	1721	92
949	1723	90
950	1725	88
951	1726	87
952	1728	85
953	1730	83
954	1732	81
955	1734	79
956	1735	77
957	1737	76
958	1739	74
959	1741	72
960	1743	70
961	1745	68
962	1747	67
963	1749	65
964	1751	63
965	1753	61
966	1754	59
967	1756	58
968	1758	56
969	1760	54
970	1762	52
971	1764	50
972	1766	49
973	1768	47
974	1770	45
975	1771	43
976	1773	41
977	1775	39
978	1777	38
979	1779	36
980	1780	34
981	1782	32
982	1784	30
983	1786	29
984	1787	27
985	1789	25
986	1791	23
987	1793	21
988	1795	19
989	1796	18
990	1798	16
991	1800	14
992	1802	12
993	1804	10
994	1805	9
995	1807	7
996	1809	5
997	1811	3
998	1812	1
999	1814	0
